Frederick Shaw,1898,Forward,Huddersfield,1,0,0,0,United Kingdom,England,Yorkshire and the Humber
Charles Wilson,1898,Forward,Co Cork,1,0,0,0,Republic of Ireland,Munster,County Cork
William Pilkington,1898,Wing,Prescot,1,0,0,0,United Kingdom,England,North West England
Harold Ramsden,1898,Forward,Bingley,2,1,0,0,United Kingdom,England,Yorkshire and the Humber
Arthur Rotherham,1891,Scrum-half,Coventry,8,4,0,4,United Kingdom,England,West Midlands
Percy Royds,1898,Centre,Rochdale,3,1,1,3,United Kingdom,England,North West England
James Shaw,1898,Forward,Burton,2,1,0,0,United Kingdom,Wales,Pembrokeshire
Percy Stout,1898,Centre,Gloucester,5,1,1,3,United Kingdom,England,South West England
Geoffrey Unwin,1898,Fly-half,Ecclesall Bay,1,0,0,0,United Kingdom,England,Yorkshire and the Humber
Robert Livesay,1898,Fly-half,Gillinghm,2,1,0,0,g,n,i
John Daniell,1899,Forward,Bath,7,4,0,0,United Kingdom,BA1,England
Joseph Davidson,1899,Forward,Chester-le-Street,2,0,0,0,United Kingdom,England,North East England
Reginald Forrest,1899,Wing,Bristol,6,2,1,3,United Kingdom,England,South West England
Octopus Gamlin,1899,Fullback,Somerset,15,4,0,3,United Kingdom,England,South West England
George Gibson,1899,Forward,Gateshead,6,3,0,0,United Kingdom,England,North East England
Charles Harper,1899,Forward,Caistor,1,0,0,0,United Kingdom,England,East Midlands
William Mortimer,1896,Forward,Warrington,5,3,0,0,United Kingdom,England,North West England
Stanley Anderson,1899,Wing,r Tynemouth,1,0,0,0,United Kingdom,England,North East England
