Name,Team,Debut,Position,Matches,Wins,Losses,Draws,Points,Tries,Birthplace,Birthcountry
Hawea Mataira,NewZealand,1934,No. 8,1,0,0,1,0,0,Nuhaka,NewZealand
Mike Gilbert,NewZealand,1935,Fullback,4,2,2,0,20,0,Rothesay,Scotland
Tonk Mahoney,NewZealand,1935,No. 8,4,2,2,0,0,0,Woodville,NewZealand
Brushy Mitchell,NewZealand,1935,Centre,8,5,3,0,12,4,Invercargill,NewZealand
Tori Reid,NewZealand,1935,Lock,9,5,4,0,6,2,Tokomaru Bay,NewZealand
Joey Sadler,NewZealand,1935,Scrum-half,5,4,1,0,0,0,Wellington,NewZealand
Doug Dalton,NewZealand,1935,Prop,9,6,3,0,0,0,Napier,NewZealand
Snowy Tindill,NewZealand,1936,"Fly-half, Scrum-half",1,0,1,0,0,0,Nelson,NewZealand
Everard Jackson,NewZealand,1936,Prop,6,4,2,0,0,0,Hastings,NewZealand
Shorty Killeen,NewZealand,1936,Five-eighth,1,1,0,0,0,0,Wellington,NewZealand
John Rankin,NewZealand,1936,No. 8,3,2,1,0,6,2,Christchurch,NewZealand
Jim Watt,NewZealand,1936,Wing,2,2,0,0,6,2,Dunedin,NewZealand
Jock Wells,NewZealand,1936,Flanker,2,2,0,0,0,0,Onetea,NewZealand
Colin Gillies,NewZealand,1936,Fly-half,1,1,0,0,0,0,Oamaru,NewZealand
Ronald Ward,NewZealand,1936,Flanker,3,2,1,0,0,0,Riverton,NewZealand
Donald Cobden,NewZealand,1937,Wing,1,1,0,0,0,0,Christchurch,NewZealand
John Dick,NewZealand,1937,Wing,3,2,1,0,3,1,Auckland,NewZealand
John Hooper,NewZealand,1937,Five-eighth,3,1,2,0,0,0,Christchurch,NewZealand
Allan Parkhill,NewZealand,1937,No. 8,6,4,2,0,3,1,Palmerston,NewZealand
Harold Simon,NewZealand,1937,Scrum-half,3,1,2,0,0,0,Kingston,NewZealand
John Sullivan,NewZealand,1937,Centre,6,4,2,0,9,3,Tahora,NewZealand
John Taylor,NewZealand,1937,Fullback,6,4,2,0,24,0,Mataura,NewZealand
David Trevathan,NewZealand,1937,Fly-half,3,1,2,0,16,0,Mosgiel,NewZealand
Bill Phillips,NewZealand,1937,Wing,3,2,1,0,3,1,Raglan,NewZealand
Trevor Berghan,NewZealand,1938,Fly-half,3,3,0,0,0,0,Houhora,NewZealand
Snow Bowman,NewZealand,1938,Flanker,3,3,0,0,6,2,Auckland,NewZealand
Les George,NewZealand,1938,Prop,3,3,0,0,0,0,Invercargill,NewZealand
Harold Milliken,NewZealand,1938,Lock,3,3,0,0,3,1,Christchurch,NewZealand
Thomas Morrison,NewZealand,1938,Wing,3,3,0,0,4,0,Wellington,NewZealand
Charlie Quaid,NewZealand,1938,Hooker,2,2,0,0,0,0,Christchurch,NewZealand
Charlie Saxton,NewZealand,1938,Scrum-half,3,3,0,0,9,3,Kurow,NewZealand
Fred Allen,NewZealand,1946,Five-eighth,6,4,2,0,0,0,Oamaru,NewZealand
Wally Argus,NewZealand,1946,Wing,4,4,0,0,12,4,Auckland,NewZealand
Has Catley,NewZealand,1946,Hooker,7,3,4,0,0,0,Hamilton,NewZealand
John Dunn,NewZealand,1946,Wing,1,1,0,0,0,0,Auckland,NewZealand
Ken Elliott,NewZealand,1946,No. 8,2,2,0,0,3,1,Wellington,NewZealand
Ron Elvidge,NewZealand,1946,Five-eighth,9,4,4,1,12,4,Timaru,NewZealand
Jack Finlay,NewZealand,1946,No. 8,1,1,0,0,3,1,Normanby,NewZealand
Harry Frazer,NewZealand,1946,Lock,5,4,1,0,3,1,Wanganui,NewZealand
Jimmy Haig,NewZealand,1946,Scrum-half,2,2,0,0,3,1,Prestonpans,Scotland
Maurice McHugh,NewZealand,1946,Flanker,3,2,1,0,0,0,Auckland,NewZealand
Pat Rhind,NewZealand,1946,Prop,2,2,0,0,0,0,Lyttelton,NewZealand
Bob Scott,NewZealand,1946,Fullback,17,10,6,1,74,0,Wellington,NewZealand
John Smith,NewZealand,1946,Centre,4,2,2,0,6,1,Kaikohe,NewZealand
