Name,Team,Debut,Position,Matches,Wins,Losses,Draws,Points,Tries,Birthplace,Birthcountry
Henry Tristram,England,1883,Fullback,5.0,4.0,0.0,1.0,NA,0.0,Durham,England
Charles Chapman,England,1884,Three-quarters,1.0,1.0,0.0,0.0,NA,0.0,Lincs,Wales
Charles Marriott,England,1884,Forward,7.0,5.0,1.0,1.0,NA,0.0,Suffolk,England
Edmund Strong,England,1884,Forward,3.0,3.0,0.0,0.0,NA,0.0,Somerset,England
Henry Bell,England,1884,Forward,1.0,1.0,0.0,0.0,NA,0.0,Liverpool,England
Herbert Fallas,England,1884,Three-quarters,1.0,1.0,0.0,0.0,NA,0.0,Wakefield,England
Charles Sample,England,1884,Fullback,3.0,2.0,0.0,1.0,NA,0.0,Castle Ward,England
Alfred Teggin,England,1884,Forward,6.0,3.0,1.0,2.0,NA,1.0,Manchester,England
Henry Wigglesworth,England,1884,Three-quarters,1.0,1.0,0.0,0.0,NA,0.0,Doncaster,England
Albert Wood,England,1884,Forward,1.0,1.0,0.0,0.0,NA,0.0,,
Edward Court,England,1885,Forward,1.0,1.0,0.0,0.0,NA,0.0,Northwich,England
John Hawcridge,England,1885,Three-quarters,2.0,2.0,0.0,0.0,NA,2.0,Macclesfield,England
Arthur Kemble,England,1885,Forward,3.0,2.0,1.0,0.0,NA,0.0,Carlisle,England
Henry Ryalls,England,1885,Forward,2.0,2.0,0.0,0.0,NA,1.0,Wirral,England
Frank (Slazenger-)Moss,England,1885,Forward,3.0,3.0,0.0,0.0,NA,0.0,Manchester,England
Drewy Stoddart,England,1885,Three-quarters,10.0,6.0,3.0,1.0,5.0,2.0,S Shields,England
Charles Horley,England,1885,Forward,1.0,1.0,0.0,0.0,NA,0.0,Pendlebury,England
Fred Bonsor,England,1886,Halfback,6.0,3.0,0.0,3.0,0.0,0.0,NA,France
William Clibbon,England,1886,Forward,6.0,2.0,1.0,3.0,NA,0.0,Co Tipperary,Ireland
Charles Elliot,England,1886,Forward,1.0,1.0,0.0,0.0,NA,0.0,Bishop Wearmouth,
Froude Hancock,England,1886,Forward,10.0,8.0,2.0,0.0,3.0,1.0,Somerset,England
Rupert Inglis,England,1886,Forward,3.0,2.0,0.0,1.0,NA,0.0,Hanover Square,USA
George Jeffery,England,1886,Forward,6.0,2.0,1.0,3.0,NA,1.0,London,England
Rawson Robertshaw,England,1886,Three-quarters,5.0,2.0,0.0,3.0,NA,0.0,Bradford,England
Edgar Wilkinson,England,1886,Forward,5.0,2.0,0.0,3.0,NA,2.0,Bradford,England
Norman Spurling,England,1886,Forward,3.0,1.0,0.0,2.0,NA,0.0,Blackheath,England
Rev Brutton,England,1886,Three-quarters,1.0,0.0,0.0,1.0,NA,0.0,Tynemouth,England
Hiatt Baker,England,1887,Forward,1.0,0.0,0.0,1.0,NA,0.0,Clifton,England
Charles Cleveland,England,1887,Forward,2.0,0.0,0.0,2.0,NA,0.0,Bombay,India
John Dewhurst,England,1887,Forward,4.0,0.0,2.0,2.0,0.0,0.0,"Skipton, Yorkshire",England
John Hickson,England,1887,Forward,6.0,2.0,2.0,2.0,0.0,0.0,Clapham Common,England
John le Fleming,England,1887,Three-quarters,1.0,0.0,0.0,1.0,NA,0.0,Tonbridge,England
Dicky Lockwood,England,1887,Three-quarters,14.0,8.0,4.0,2.0,28.0,5.0,Crigglestone,England
Sam Roberts,England,1887,Fullback,2.0,0.0,1.0,1.0,NA,0.0,Bury,England
Bob Seddon,England,1887,Forward,3.0,0.0,1.0,2.0,NA,0.0,Lancashire,England
Arthur Fagan,England,1887,Three-quarters,1.0,0.0,1.0,0.0,NA,0.0,Calcutta,India
Frank Pease,England,1887,Forward,1.0,0.0,1.0,0.0,NA,0.0,Darlington,SouthAfrica
Mason Scott,England,1887,Halfback,3.0,2.0,1.0,0.0,0.0,0.0,Newcastle-upon-Tyne,England
Charles Anderton,England,1889,Forward,1.0,1.0,0.0,0.0,0.0,0.0,Machester,USA
Harry Bedford,England,1889,Forward,3.0,3.0,0.0,0.0,2.0,2.0,Leeds,England
John Cave,England,1889,Forward,1.0,1.0,0.0,0.0,0.0,0.0,Surbiton,England
Frank Evershed,England,1889,Forward,10.0,7.0,3.0,0.0,7.0,4.0,Staffs,Kenya
Donald Jowett,England,1889,Forward,6.0,5.0,1.0,0.0,2.0,0.0,Bradford,England
Frederick Lowrie,England,1889,Forward,2.0,1.0,1.0,0.0,0.0,0.0,Wakefield,England
Arthur Robinson,England,1889,Forward,4.0,3.0,1.0,0.0,0.0,0.0,Darlington,SouthAfrica
Arty Royle,England,1889,Fullback,1.0,1.0,0.0,0.0,0.0,0.0,Salford,England
William Scott,England,1889,Halfback,1.0,1.0,0.0,0.0,0.0,0.0,Gateshead,England
John Sutcliffe,England,1889,Three-quarters,1.0,1.0,0.0,0.0,3.0,1.0,nr Halifax,Germany
Harry Wilkinson,England,1889,Forward,1.0,1.0,0.0,0.0,0.0,0.0,Halifax,Canada
William Yiend,England,1889,Forward,6.0,5.0,1.0,0.0,0.0,0.0,Winchcome,
Richard Budworth,England,1890,Forward,3.0,1.0,2.0,0.0,1.0,1.0,Essex,England
Francis Fox,England,1890,Halfback,2.0,1.0,1.0,0.0,0.0,0.0,Wellington,NewZealand
Willie Mitchell,England,1890,Fullback,10.0,7.0,3.0,0.0,3.0,0.0,Quebec,Canada
Dolly Morrison,England,1890,Three-quarters,4.0,3.0,1.0,0.0,1.0,1.0,Guisborough,England
John Rogers,England,1890,Forward,4.0,2.0,2.0,0.0,1.0,1.0,Aston,France
Jim Valentine,England,1890,Centre,4.0,1.0,3.0,0.0,2.0,0.0,Salford,England
Samuel Woods,England,1890,Forward,13.0,9.0,4.0,0.0,6.0,1.0,NSW,Australia
James Wright,England,1890,Halfback,1.0,0.0,1.0,0.0,0.0,0.0,Yorks,England
Randolph Aston,England,1890,Centre,5.0,5.0,0.0,0.0,2.0,2.0,Kensington,England
Jack Dyson,England,1890,Three-quarters,4.0,3.0,1.0,0.0,2.0,1.0,Skelmanthorpe,England
Edgar Holmes,England,1890,Forward,2.0,2.0,0.0,0.0,0.0,0.0,Bradford,England
Jack Toothill,England,1890,Forward,12.0,9.0,3.0,0.0,1.0,1.0,Bradford,England
William Spence,England,1890,Halfback,1.0,1.0,0.0,0.0,0.0,0.0,Cheshire,England
Frederick Alderson,England,1891,Three-quarters,6.0,4.0,2.0,0.0,11.0,1.0,Nthumberlnd,England
John Berry,England,1891,Halfback,3.0,2.0,1.0,0.0,0.0,0.0,Fellside,England
William Bromet,England,1891,Forward,15.0,11.0,4.0,0.0,2.0,1.0,Tadcaster,England
Percy Christopherson,England,1891,Three-quarters,2.0,1.0,1.0,0.0,2.0,2.0,Blackheath,England
Tom Kent,England,1891,Forward,6.0,5.0,1.0,0.0,0.0,0.0,Nottingham,England
William Leake,England,1891,Halfback,3.0,2.0,1.0,0.0,0.0,0.0,Ceylon,SriLanka
Eustace North,England,1891,Forward,3.0,2.0,1.0,0.0,0.0,0.0,Lewisham,England
James Richards,England,1891,Forward,3.0,2.0,1.0,0.0,0.0,0.0,Warks,England
Roger Wilson,England,1891,Forward,3.0,2.0,1.0,0.0,2.0,2.0,W Derby,England
Launcelot Percival,England,1891,Forward,3.0,2.0,1.0,0.0,2.0,1.0,Clifton,England
Edgar Bonham-Carter,England,1891,Forward,1.0,0.0,1.0,0.0,0.0,0.0,Kensington,England
Alfred Allport,England,1892,Forward,5.0,3.0,2.0,0.0,0.0,0.0,Brixton,England
Arthur Briggs,England,1892,Halfback,3.0,3.0,0.0,0.0,0.0,0.0,,
Edward Bullough,England,1892,Forward,3.0,3.0,0.0,0.0,0.0,0.0,Wigan,England
Charles Emmott,England,1892,Halfback,1.0,1.0,0.0,0.0,0.0,0.0,Bradford,England
Scatter Hubbard,England,1892,Three-quarters,2.0,2.0,0.0,0.0,2.0,1.0,Benares,Australia
William Nicholl,England,1892,Forward,2.0,2.0,0.0,0.0,2.0,1.0,Yorks?,England
James Pyke,England,1892,Forward,1.0,1.0,0.0,0.0,0.0,0.0,St Helens,England
Wardlaw Thomson,England,1892,Centre,4.0,3.0,1.0,0.0,3.0,1.0,South Rhodesia,Zimbabwe
Abel Ashworth,England,1892,Forward,1.0,1.0,0.0,0.0,0.0,0.0,Ashton,England
Samuel Houghton,England,1892,Fullback,2.0,2.0,0.0,0.0,0.0,0.0,Runcorn,England
James Marsh,England,1889,Three-quarters,3.0,3.0,0.0,0.0,0.0,0.0,,
Ernest Taylor,England,1892,Halfback,14.0,7.0,7.0,0.0,15.0,2.0,Newcastle-upon-Tyne,England
Harry Bradshaw,England,1892,Forward,7.0,3.0,4.0,0.0,5.0,2.0,Leeds,England
Thomas Coop,England,1892,Fullback,1.0,1.0,0.0,0.0,0.0,0.0,Lancs,England
Harry Varley,England,1892,Scrum-half,1.0,1.0,0.0,0.0,0.0,0.0,Yorks,England
Tom Broadley,England,1893,Forward,6.0,1.0,5.0,0.0,0.0,0.0,Bingley,England
Robert de Winton,England,1893,Halfback,1.0,0.0,1.0,0.0,0.0,0.0,Hay,Nederland
Edwin Field,England,1893,Fullback,2.0,1.0,1.0,0.0,0.0,0.0,Hampstead,England
John Greenwell,England,1893,Forward,2.0,1.0,1.0,0.0,0.0,0.0,Tynemouth,England
Frederick Lohden,England,1893,Forward,1.0,0.0,1.0,0.0,2.0,1.0,Hartlepool,England
Howard Marshall,England,1891,Halfback,3.0,2.0,1.0,0.0,6.0,3.0,Sunderland,England
Philip Maud,England,1893,Forward,2.0,1.0,1.0,0.0,0.0,0.0,Sudbury,Canada
Horace Duckett,England,1893,Halfback,2.0,1.0,1.0,0.0,0.0,0.0,Bradford,England
Thomas Nicholson,England,1893,Three-quarters,1.0,1.0,0.0,0.0,0.0,0.0,,
Frederic Jones,England,1893,Three-quarters,1.0,0.0,1.0,0.0,0.0,0.0,Birkenhead,England
John Robinson,England,1893,Forward,4.0,2.0,2.0,0.0,3.0,1.0,Burton-on-Trent,England
Buster Soane,England,1893,Forward,4.0,1.0,3.0,0.0,0.0,0.0,Bath,England
Cyril Wells,England,1893,Halfback,6.0,2.0,4.0,0.0,0.0,0.0,London,England
Fred Byrne,England,1894,Fullback,17.0,7.0,9.0,1.0,36.0,0.0,Birmingham,England
Frederick Firth,England,1894,Wing,3.0,1.0,2.0,0.0,0.0,0.0,Yorks,England
John Hall,England,1894,Forward,3.0,1.0,2.0,0.0,0.0,0.0,Gateshead,England
Charles Hooper,England,1894,Centre,3.0,1.0,2.0,0.0,0.0,0.0,Glos,France
Samuel Morfitt,England,1894,Centre,6.0,2.0,4.0,0.0,9.0,3.0,Kingston-upon-Hull,England
Harry Speed,England,1894,Forward,4.0,1.0,3.0,0.0,0.0,0.0,Castleford,England
William Tucker,England,1894,Forward,5.0,3.0,2.0,0.0,0.0,0.0,,
Bob Wood,England,1894,Halfback,1.0,0.0,1.0,0.0,0.0,0.0,Pontefract,England
Albert Elliott,England,1894,Forward,1.0,0.0,1.0,0.0,0.0,0.0,Sthampton,
Walter Jackson,England,1894,Wing,1.0,0.0,1.0,0.0,0.0,0.0,Gloucester,England
William Walton,England,1894,Forward,1.0,0.0,1.0,0.0,0.0,0.0,,
Edward Baker,England,1895,Centre,7.0,3.0,4.0,0.0,0.0,0.0,United States,USA
Godfrey Carey,England,1895,Forward,5.0,3.0,2.0,0.0,3.0,1.0,Guernsey,Guernsey
Dick Cattell,England,1895,Fly-half,7.0,3.0,4.0,0.0,6.0,2.0,Erdington,England
John Fegan,England,1895,Wing,3.0,2.0,1.0,0.0,3.0,1.0,Kent,England
Horace Finlinson,England,1895,Forward,3.0,2.0,1.0,0.0,0.0,0.0,Bedford,England
Frederick Leslie-Jones,England,1895,Centre,2.0,2.0,0.0,0.0,3.0,1.0,Fylde,England
Frank Mitchell,England,1895,Forward,6.0,3.0,3.0,0.0,5.0,1.0,Market Weighton,England
Francis Poole,England,1895,Forward,3.0,2.0,1.0,0.0,0.0,0.0,Houghton,USA
Charles Thomas,England,1895,Forward,4.0,2.0,2.0,0.0,3.0,1.0,Barnstaple,England
Herbert Ward,England,1895,Fullback,1.0,1.0,0.0,0.0,0.0,0.0,Bradford,England
Thomas Dobson,England,1895,Centre,1.0,0.0,1.0,0.0,0.0,0.0,Bradford,England
