Name,Team,Debut,Position,Matches,Wins,Losses,Draws,Points,Tries,Birthplace,Birthcountry
Jean Castets,France,1923,Lock,3.0,1.0,2.0,0.0,0.0,0.0,Le Boucau,France
Jean Etcheberry,France,1923,"Prop, Flanker, No. 8",16.0,3.0,13.0,0.0,3.0,1.0,Le Boucau,France
Charles Lacazedieu,France,1923,"Fly-half, Scrum-half",5.0,1.0,4.0,0.0,0.0,0.0,Dax,France
Andre Behoteguy,France,1923,Centre,19.0,6.0,13.0,0.0,28.0,5.0,Bayonne,France
Marcel Loustau,France,1923,Wing,1.0,0.0,1.0,0.0,0.0,0.0,Sarraziet,France
Christian Magnanou,France,1923,Utility back,10.0,2.0,8.0,0.0,4.0,0.0,Perigueux,France
Rene Salinie,France,1923,Centre,1.0,0.0,1.0,0.0,0.0,0.0,Toulouse,France
Georges Fargues,France,1923,Flanker,1.0,1.0,0.0,0.0,0.0,0.0,Dax,France
Edmond Besset,France,1924,Fullback,1.0,1.0,0.0,0.0,0.0,0.0,Langeac,France
Louis Cluchague,France,1924,Wing,2.0,1.0,1.0,0.0,3.0,1.0,Lons,France
Henri Galau,France,1924,Fly-half,5.0,1.0,4.0,0.0,6.0,2.0,Villefranche-de-Conf,
Louis Lepatey,France,1924,Prop,3.0,1.0,2.0,0.0,0.0,0.0,Moussan,France
Etienne Piquiral,France,1924,Back-row,19.0,4.0,15.0,0.0,9.0,3.0,Perpignan,France
Marcel Besson,France,1924,"Wing, Centre",6.0,0.0,6.0,0.0,3.0,1.0,Verrieres-en-Forez,France
Jean Danion,France,1924,Prop,1.0,0.0,1.0,0.0,0.0,0.0,Bordeaux,France
Laurent Pardo,France,1924,Fullback,2.0,0.0,2.0,0.0,0.0,0.0,Urrugne,France
Eugene Ribere,France,1924,Back-row,34.0,12.0,22.0,0.0,27.0,9.0,Thuir,France
Jacques Ballarin,France,1924,"Wing, Centre",3.0,0.0,3.0,0.0,3.0,1.0,San Nicola,Italy
Francois Clauzel,France,1924,Flanker,3.0,0.0,3.0,0.0,0.0,0.0,Coursan,France
Alex Bioussa,France,1924,Flanker,21.0,5.0,16.0,0.0,9.0,3.0,Toulouse,France
Etienne Bonnes,France,1924,Fullback,3.0,1.0,2.0,0.0,0.0,0.0,Argelliers,France
Albert Dupouy,France,1924,Centre,2.0,1.0,1.0,0.0,6.0,2.0,Carignan,France
Rene Araou,France,1924,"Prop, Lock",1.0,1.0,0.0,0.0,0.0,0.0,Narbonne,France
Gilbert Gerintes,France,1924,Flanker,3.0,1.0,2.0,0.0,9.0,3.0,Saint-Etienne,France
Jean Vaysse,France,1924,Centre,2.0,0.0,2.0,0.0,0.0,0.0,Carmaux,France
Marcel Baillette,France,1925,"Centre, Wing",17.0,7.0,10.0,0.0,13.0,3.0,Perpignan,France
Yves du Manoir,France,1925,Fly-half,8.0,0.0,8.0,0.0,4.0,0.0,Vaucresson,France
Jean Marcet,France,1925,Hooker,7.0,0.0,7.0,0.0,0.0,0.0,,
Andre Maury,France,1925,Prop,8.0,0.0,8.0,0.0,0.0,0.0,Agen,France
Camille Montade,France,1925,"Prop, Lock",5.0,0.0,5.0,0.0,0.0,0.0,Villenueve-de-la-Rah,Fiji
Rene Halet,France,1925,Wing,3.0,0.0,3.0,0.0,0.0,0.0,Le Mans,France
Auguste Laurent,France,1925,Lock,5.0,0.0,5.0,0.0,0.0,0.0,Anglet,France
Jean Ducousso,France,1925,Fullback,3.0,0.0,3.0,0.0,4.0,0.0,Tarbes,France
Francois Raymond,France,1925,Wing,3.0,0.0,3.0,0.0,0.0,0.0,Beziers,France
Fernand Barthe,France,1925,Flanker,2.0,0.0,2.0,0.0,3.0,1.0,Saint-Macaire,France
Adolphe Bringeon,France,1925,Wing,1.0,0.0,1.0,0.0,0.0,0.0,Saint-Jean-de-Luz,France
Robert Levasseur,France,1925,Lock,2.0,0.0,2.0,0.0,0.0,0.0,Paris,France
Leon Chapuy,France,1926,Centre,1.0,0.0,1.0,0.0,0.0,0.0,,
Louis Destarac,France,1926,Fullback,9.0,2.0,7.0,0.0,10.0,0.0,Tarbes,France
Roger Llari,France,1926,"Scrum-half, Halfback",1.0,0.0,1.0,0.0,0.0,0.0,Saint-Gaudens,France
Alphonse Puig,France,1926,Lock,2.0,0.0,2.0,0.0,0.0,0.0,Terrats,France
Bernard Berges,France,1926,Scrum-half,1.0,0.0,1.0,0.0,0.0,0.0,Vic-Bigorre,France
Clement Dulaurens,France,1926,Wing,3.0,0.0,3.0,0.0,0.0,0.0,Castelan-Magnoac,
Rene Graciet,France,1926,"Centre, Fly-half",6.0,1.0,5.0,0.0,3.0,1.0,Bayonne,France
Vincent Graule,France,1926,"Centre, Fly-half",6.0,1.0,5.0,0.0,0.0,0.0,Perpignan,France
Jean Revillon,France,1926,Wing,3.0,0.0,3.0,0.0,0.0,0.0,Paris,France
Honore Laffont,France,1926,Scrum-half,1.0,0.0,1.0,0.0,0.0,0.0,Argein,France
Joseph Sayrou,France,1926,Prop,9.0,3.0,6.0,0.0,0.0,0.0,Toulouges,France
Edouard Bader,France,1926,Scrum-half,3.0,0.0,3.0,0.0,0.0,0.0,Ferrieres-en-Brie,France
Rene Bousquet,France,1926,"Lock, Prop",9.0,2.0,7.0,0.0,3.0,1.0,Villeneuve-les-Bezie,France
Alfred Prevost,France,1926,Back-row,4.0,0.0,4.0,0.0,3.0,1.0,Saint-Girons,France
Joseph Sourgens,France,1926,Fly-half,1.0,0.0,1.0,0.0,0.0,0.0,Ychoux,France
Ernest Vila,France,1926,Wing,1.0,0.0,1.0,0.0,0.0,0.0,Auch,France
Robert Hutin,France,1927,Prop,3.0,0.0,3.0,0.0,3.0,1.0,Paris,France
Maixent Piquemal,France,1927,Fullback,9.0,4.0,5.0,0.0,0.0,0.0,Bordeaux,France
Edmond Vellat,France,1927,Wing,5.0,2.0,3.0,0.0,15.0,5.0,Chambery,France
Robert Houdet,France,1927,Wing,10.0,4.0,6.0,0.0,21.0,7.0,Paris,France
Jean Carbonne,France,1927,Scrum-half,1.0,0.0,1.0,0.0,0.0,0.0,Sorede,France
Andre Verger,France,1927,Fly-half,7.0,4.0,3.0,0.0,8.0,0.0,Limoges,France
Albert Cazenave,France,1927,Back-row,5.0,3.0,2.0,0.0,3.0,1.0,Nay,Estados Unidos Mexicanos
Jean Galia,France,1927,"No. 8, Lock",20.0,9.0,11.0,0.0,9.0,3.0,Ille-sur-Tet,France
Georges Gerald,France,1927,"Wing, Centre",17.0,8.0,9.0,0.0,4.0,0.0,Aixe-sur-Vienne,France
Andre Loury,France,1927,Prop,6.0,2.0,4.0,0.0,0.0,0.0,Paris,France
Jean Morere,France,1927,Prop,4.0,2.0,2.0,0.0,0.0,0.0,Castelnau-Magnoac,France
Fernand Camicas,France,1927,Hooker,10.0,2.0,8.0,0.0,0.0,0.0,Tarbes,France
Paul Descamps,France,1927,No. 8,1.0,0.0,1.0,0.0,0.0,0.0,Leon,Nicaragua
Maurice Larrieux,France,1927,Lock,1.0,0.0,1.0,0.0,0.0,0.0,La Teste,France
Gerald Branca,France,1928,Back-row,3.0,0.0,3.0,0.0,0.0,0.0,Badens,France
Andre Camel,France,1928,Lock,16.0,7.0,9.0,0.0,6.0,2.0,Toulouse,France
Edouard Coulon,France,1928,Centre,1.0,0.0,1.0,0.0,0.0,0.0,Beziers,France
Georges Daudignon,France,1928,Scrum-half,1.0,0.0,1.0,0.0,0.0,0.0,Le Boucau,France
Henri Haget,France,1928,"Fly-half, Centre",2.0,1.0,1.0,0.0,6.0,1.0,Biarritz,France
Louis Magnol,France,1928,Fullback,4.0,0.0,4.0,0.0,0.0,0.0,Foix,France
Raoul Bonamy,France,1928,Flanker,2.0,0.0,2.0,0.0,3.0,1.0,Saint-Jean-d'Angely,France
Louis Pellissier,France,1928,Fullback,5.0,2.0,3.0,0.0,0.0,0.0,San Fernando,USA
Georges Vaills,France,1928,Hooker,2.0,1.0,1.0,0.0,0.0,0.0,Palau-del-Vidre,France
Jean Duhau,France,1928,"Prop, Hooker, Lock, Flanker",7.0,4.0,3.0,0.0,14.0,1.0,Ondres,France
Jean Jardel,France,1928,Wing,2.0,0.0,2.0,0.0,0.0,0.0,Vitrac,France
Henri Lacaze,France,1928,"Prop, Lock",5.0,2.0,3.0,0.0,0.0,0.0,Laroquebrou,France
Jules Hauc,France,1928,"Prop, Lock",5.0,2.0,3.0,0.0,6.0,2.0,Maureilhan,France
Lucien Serin,France,1928,Scrum-half,12.0,6.0,6.0,0.0,3.0,1.0,Antignac,France
Richard Majerus,France,1928,"Lock, Prop",8.0,4.0,4.0,0.0,6.0,2.0,Paris,France
Georges Caussarieu,France,1928,Centre,1.0,0.0,1.0,0.0,0.0,0.0,Hendaye,France
Robert Sarrade,France,1928,Fly-half,1.0,0.0,1.0,0.0,0.0,0.0,Aire-sur-l'Adour,France
Joseph Auge,France,1929,No. 8,2.0,0.0,2.0,0.0,0.0,0.0,Dax,France
Marcel Camel,France,1929,Back-row,2.0,0.0,2.0,0.0,3.0,1.0,Toulouse,France
Albert Domec,France,1929,Wing,1.0,0.0,1.0,0.0,0.0,0.0,Saint-Pee-de-Bigorre,
Paul Barrere,France,1929,Lock,2.0,1.0,1.0,0.0,0.0,0.0,Elne,France
Andre Clady,France,1929,"Lock, Flanker",5.0,4.0,1.0,0.0,8.0,2.0,Lezignan,France
Amedee Cutzach,France,1929,Fly-half,1.0,1.0,0.0,0.0,0.0,0.0,Trouillas,France
Andre Duche,France,1929,Wing,1.0,1.0,0.0,0.0,9.0,1.0,Limoges,France
Marcel Soler,France,1929,Wing,1.0,1.0,0.0,0.0,6.0,2.0,Thuir,France
Albert Ambert,France,1930,"Prop, Hooker",5.0,3.0,2.0,0.0,11.0,1.0,Beziers,France
Charles Bigot,France,1930,"Hooker, Flanker",4.0,2.0,2.0,0.0,0.0,0.0,Lezignan,France
Joseph Choy,France,1930,"Prop, Lock",10.0,8.0,2.0,0.0,3.0,1.0,Homps,France
