Glyn Stephens,1912,Prop,10,5,5,0,0,0,Neath,United Kingdom,Wales,West Glamorgan
Len Trump,1912,Prop,4,2,2,0,0,0,Newport,United Kingdom,NP,Wales
Harry Uzzell,1912,Hooker,15,11,4,0,2,6,Shirehampton,United Kingdom,BS11 0,England
William Davies,1912,Centre,2,1,1,0,1,3,Aberavon,United Kingdom,Wales,Neath Port Talbot
George Hirst,1912,Wing,6,5,1,0,3,17,Dowlais,United Kingdom,NP,Wales
Reggie Plummer,1912,Wing,5,2,3,0,2,6,Newport,United Kingdom,NP,Wales
Frank Hawkins,1912,Flanker,2,1,1,0,0,0,Wiveliscombe,United Kingdom,England,South West England
Harry Hiam,1912,Prop,2,1,1,0,0,0,Swansea,United Kingdom,Wales,West Glamorgan
Billy Jenkins,1912,Flanker,4,3,1,0,0,0,Cardiff,United Kingdom,Wales,Cardiff
Brin Lewis,1912,Wing,2,1,1,0,2,6,Pontardawe,United Kingdom,Wales,Neath Port Talbot
Walter Martin,1912,Fly-half,3,1,2,0,0,0,Essex,United Kingdom,England,East of England
Gus Merry,1912,Hooker,2,1,1,0,0,0,Newport,United Kingdom,NP,Wales
Tom Williams,1912,Flanker,6,4,2,0,1,3,Dunvant,United Kingdom,Wales,Swansea
Harold Thomas,1912,Fullback,1,1,0,0,0,2,Swansea,United Kingdom,Wales,West Glamorgan
Frank Andrews,1912,Back-row,4,2,2,0,0,0,?,g,n,i
Billy Geen,1912,Wing,3,1,2,0,0,0,Newport,United Kingdom,NP,Wales
Bert Hollingdale,1912,No. 8,2,0,2,0,0,0,Swansea,United Kingdom,Wales,West Glamorgan
Percy Jones,1912,Lock,8,5,3,0,0,0,Pontypridd,United Kingdom,CF37; CF38,Wales
Johnnie Morgan,1912,Flanker,2,0,2,0,0,0,Alejandra,Argentina,SFE,Departamento San Javier
Fred Perrett,1912,Prop,5,3,2,0,0,0,Briton Ferry,United Kingdom,SA11,Wales
Horace Thomas,1912,Fly-half,2,0,2,0,0,0,Pentyrch,United Kingdom,Wales,Cardiff
Harry Wetter,1912,Prop,2,0,2,0,0,0,Battersea,United Kingdom,England,Greater London
Bobbie Williams,1912,Fullback,4,2,2,0,0,0,Pontypridd,United Kingdom,CF37; CF38,Wales
Alban Davies,1913,Prop,7,6,1,0,2,6,Aberaeron,United Kingdom,Wales,Ceredigion
Tuan Jones,1908,Halfback,3,1,1,1,1,3,Pontypool,United Kingdom,NP4,Wales
Howell Lewis,1913,Wing,4,3,1,0,0,0,Pontardawe,United Kingdom,Wales,Neath Port Talbot
Bobby Lloyd,1913,Scrum-half,7,6,1,0,0,0,Crickhowell,United Kingdom,Wales,Powys
Rees Richards,1913,Forward,3,3,0,0,0,0,Cwmavon,United Kingdom,Wales,Neath Port Talbot
Glyn Gething,1913,Fullback,1,1,0,0,0,0,Neath,United Kingdom,Wales,West Glamorgan
Mark Lewis,1913,Wing,1,1,0,0,0,0,Pontypridd,United Kingdom,CF37; CF38,Wales
William Evans,1914,Centre,4,3,1,0,1,3,Tonypandy,United Kingdom,Wales,Rhondda Cynon Taf
Jack Jones,1914,Prop,4,3,1,0,1,3,?,g,n,i
Edgar Morgan,1908,No. 8,6,3,2,1,0,0,Pontardawe,United Kingdom,Wales,Neath Port Talbot
