SP van Wyk,1928,Prop,Middelburg,2,1,0,0,Nederland,Zeeland,Middelburg
Gerry Brand,1928,Fullback,Cape Town,16,13,0,55,South Africa,Western Cape,City of Cape Town
John Dobie,1928,Centre,Rustenburg,1,0,0,0,South Africa,North West,Bojanala Platinum District Municipality
Neville Tod,1928,Wing,Durban,1,0,0,0,South Africa,KwaZulu-Natal,eThekwini Metropolitan Municipality
JC van der Westhuizen,1928,Centre,Darling,4,2,1,3,South Africa,Western Cape,West Coast District Municipality
Manus de Jongh,1928,Wing,Moorreesburg,1,1,1,3,South Africa,Western Cape,West Coast District Municipality
AF du Toit,1928,Lock,Stellenbosch,2,1,0,0,South Africa,Western Cape,Cape Winelands District Municipality
Boy Louw,1928,Prop,Boland,18,14,1,3,Polska,Missing,Missing
Poim Oliver,1928,Prop,Graaf-Reinet,2,1,0,0,South Africa,1490,Gauteng
Willie Rousseau,1928,Centre,Steynsburg,2,1,0,0,South Africa,Eastern Cape,Joe Gqabi District Municipality
PK Morkel,1928,Wing,Koelenhof,1,0,0,0,South Africa,7607,Western Cape
Jock van Niekerk,1928,Wing,Constantia,1,0,0,0,România,Constanța,Missing
Ferdie Bergh,1931,Lock,Stellenbosch,17,13,7,21,South Africa,Western Cape,Cape Winelands District Municipality
Danie Craven,1931,Scrum-half,OFS,16,12,2,6,Россия,457040,Уральский федеральный округ
Geoff Gray,1931,Centre,Hastings,4,3,0,0,United Kingdom,England,South East
Bert Kipling,1931,Hooker,Kimberley,9,7,0,0,South Africa,Northern Cape,Frances Baard District Municipality
Andre McDonald,1931,Flanker,Murraysburg,4,4,0,0,South Africa,Western Cape,Central Karoo District Municipality
Alvi van der Merwe,1931,Flanker,Rawsonville,1,1,0,0,United States of America,Michigan,Washtenaw County
Floors Venter,1931,Wing,Pietersburg,3,3,0,0,South Africa,Limpopo,Capricorn District Municipality
Jimmy White,1931,Centre,CapeProv,10,7,2,10,g,n,i
Morris Zimerman,1931,Wing,Jansenville,4,4,1,3,South Africa,Eastern Cape,Sarah Baartman District Municipality
Nic Bierman,1931,Flanker,Potchefstroom,1,1,0,0,South Africa,North West,Dr Kenneth Kaunda District Municipality
Ponie van der Westhuizen,1931,Wing,Darling,3,3,0,0,South Africa,Western Cape,West Coast District Municipality
Franky Waring,1931,Centre,Cape Town,7,5,2,6,South Africa,Western Cape,City of Cape Town
Lucas Strachan,1932,Flanker,Parys,10,8,0,0,France,France métropolitaine,Île-de-France
George d'Alton,1933,Flanker,Cape Town,1,1,0,0,South Africa,Western Cape,City of Cape Town
Fronie Froneman,1933,Flanker,Cathcart,1,1,0,0,United Kingdom,G,Scotland
Jack Gage,1926,Wing,Worcester,5,4,1,3,United Kingdom,England,West Midlands
Manie Geere,1933,Lock,Pretoria,5,3,0,0,South Africa,Gauteng,City of Tshwane Metropolitan Municipality
Fanie Louw,1933,Prop,Paarl District,12,8,2,6,South Africa,Western Cape,Cape Winelands District Municipality
Freddy Turner,1933,Wing,Port Elizabeth,11,8,4,29,South Africa,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality
Lappies Hattingh,1933,Flanker,Lindley,1,0,0,0,United States of America,New York,Steuben County
Pat Lyster,1933,Wing,Durban,3,0,0,0,South Africa,KwaZulu-Natal,eThekwini Metropolitan Municipality
Joe Nykamp,1933,Prop,Pretoria,1,0,0,0,South Africa,Gauteng,City of Tshwane Metropolitan Municipality
Paul Visser,1933,Prop,Lichtenburg,1,0,0,0,Deutschland,Berlin,Lichtenberg
Ginger Clark,1933,Flanker,Kimberley,1,1,0,0,South Africa,Northern Cape,Frances Baard District Municipality
Fred Smollan,1933,Flanker,Uitenhage,3,2,0,0,South Africa,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality
John Apsey,1933,No. 8,Cape Town,3,2,0,0,South Africa,Western Cape,City of Cape Town
Bunny Reid,1933,Fullback,East London,1,1,0,0,South Africa,Eastern Cape,Buffalo City Metropolitan Municipality
Louis Babrow,1937,Centre,Smithfield,5,4,3,9,United States of America,North Carolina,Johnston County
Ebbo Bastard,1937,Flanker,Kokstad,6,4,2,6,South Africa,KwaZulu-Natal,Sisonke District Municipality
Jan Lotz,1937,Hooker,Krugersdorp,8,6,1,3,South Africa,Gauteng,West Rand District Municipality
Mauritz van den Berg,1937,Lock,Pretoria,4,3,0,0,South Africa,Gauteng,City of Tshwane Metropolitan Municipality
Dai Williams,1937,Wing,Mowbray,8,6,5,15,South Africa,Western Cape,City of Cape Town
Harry Martin,1937,Prop,Bloemfontein,1,1,0,0,South Africa,Free State,Mangaung Metropolitan Municipality
Vandie van de Vyver,1937,Fly-half,Seymour,1,1,0,0,United States of America,Indiana,Jackson County
George van Reenen,1937,No. 8,Darling,2,1,2,6,South Africa,Western Cape,West Coast District Municipality
CB Jennings,1937,Prop,King William's Town,1,0,0,0,South Africa,Eastern Cape,Buffalo City Metropolitan Municipality
Tony Harris,1937,Fly-half,Kimberley,5,4,1,3,South Africa,Northern Cape,Frances Baard District Municipality
Flappie Lochner,1937,Centre,Van Rhynsdorp,3,3,1,3,g,n,i
Piet de Wet,1938,Centre,Somerset East,3,2,0,0,South Africa,Eastern Cape,Sarah Baartman District Municipality
Ben du Toit,1938,Flanker,Malmesbury,3,2,1,3,United Kingdom,SN16 9,England
Roger Sherriff,1938,Lock,Kimberley,3,2,0,0,South Africa,Northern Cape,Frances Baard District Municipality
Johnny Bester,1938,Wing,Moorreesburg,2,1,2,6,South Africa,Western Cape,West Coast District Municipality
George Smith,1938,Fullback,Humansdorp,1,0,0,0,South Africa,Eastern Cape,Sarah Baartman District Municipality
Hannes Brewis,1949,Fly-half,Oudtshoorn,10,10,1,18,South Africa,Western Cape,Eden District Municipality
Felix du Plessis,1949,Lock,OFS,3,3,0,0,Россия,457040,Уральский федеральный округ
Floors Duvenage,1949,Centre,Vryburg,2,2,0,0,South Africa,North West,Dr Ruth Segomotsi Mompati District Municipality
