Roger Llari,1926,"Scrum-half, Halfback",1,0,1,0,0,0,Saint-Gaudens,France,31800,France métropolitaine
Alphonse Puig,1926,Lock,2,0,2,0,0,0,Terrats,France,66300,France métropolitaine
Bernard Berges,1926,Scrum-half,1,0,1,0,0,0,Vic-Bigorre,France,65500,France métropolitaine
Clement Dulaurens,1926,Wing,3,0,3,0,0,0,Castelan-Magnoac,g,n,i
Rene Graciet,1926,"Centre, Fly-half",6,1,5,0,1,3,Bayonne,France,64100,France métropolitaine
Vincent Graule,1926,"Fly-half, Centre",6,1,5,0,0,0,Perpignan,France,66000;66100,France métropolitaine
Jean Revillon,1926,Wing,3,0,3,0,0,0,Paris,France,France métropolitaine,Île-de-France
Honore Laffont,1926,Scrum-half,1,0,1,0,0,0,Argein,France,09800,France métropolitaine
Joseph Sayrou,1926,Prop,9,3,6,0,0,0,Toulouges,France,66350,France métropolitaine
Edouard Bader,1926,Scrum-half,3,0,3,0,0,0,Ferrieres-en-Brie,France,77164,France métropolitaine
Rene Bousquet,1926,"Prop, Lock",9,2,7,0,1,3,Villeneuve-les-Bezie,France,34500,France métropolitaine
Alfred Prevost,1926,Back-row,4,0,4,0,1,3,Saint-Girons,France,09200,France métropolitaine
Joseph Sourgens,1926,Fly-half,1,0,1,0,0,0,Ychoux,France,40160,France métropolitaine
Ernest Vila,1926,Wing,1,0,1,0,0,0,Auch,France,32000,France métropolitaine
Robert Hutin,1927,Prop,3,0,3,0,1,3,Paris,France,France métropolitaine,Île-de-France
Maixent Piquemal,1927,Fullback,9,4,5,0,0,0,Bordeaux,France,33000;33100;33300;33800,France métropolitaine
Edmond Vellat,1927,Wing,5,2,3,0,5,15,Chambery,France,73000,France métropolitaine
Robert Houdet,1927,Wing,10,4,6,0,7,21,Paris,France,France métropolitaine,Île-de-France
Jean Carbonne,1927,Scrum-half,1,0,1,0,0,0,Sorede,France,66690,France métropolitaine
Andre Verger,1927,Fly-half,7,4,3,0,0,8,Limoges,France,87000;87100;87280,France métropolitaine
Albert Cazenave,1927,Back-row,5,3,2,0,1,3,Nay,Estados Unidos Mexicanos,Nayarit,Missing
Jean Galia,1927,"Lock, No. 8",20,9,11,0,3,9,Ille-sur-Tet,France,66130,France métropolitaine
Georges Gerald,1927,"Wing, Centre",17,8,9,0,0,4,Aixe-sur-Vienne,France,87700,France métropolitaine
Andre Loury,1927,Prop,6,2,4,0,0,0,Paris,France,France métropolitaine,Île-de-France
Jean Morere,1927,Prop,4,2,2,0,0,0,Castelnau-Magnoac,France,65230,France métropolitaine
Fernand Camicas,1927,Hooker,10,2,8,0,0,0,Tarbes,France,65000,France métropolitaine
Paul Descamps,1927,No. 8,1,0,1,0,0,0,Leon,Nicaragua,León,Missing
Maurice Larrieux,1927,Lock,1,0,1,0,0,0,La Teste,France,64800,France métropolitaine
Gerald Branca,1928,Back-row,3,0,3,0,0,0,Badens,France,11800,France métropolitaine
Andre Camel,1928,Lock,16,7,9,0,2,6,Toulouse,France,31000;31100;31200;31300;31400;31500,France métropolitaine
Edouard Coulon,1928,Centre,1,0,1,0,0,0,Beziers,France,34500,France métropolitaine
Georges Daudignon,1928,Scrum-half,1,0,1,0,0,0,Le Boucau,France,64340,France métropolitaine
Henri Haget,1928,"Fly-half, Centre",2,1,1,0,1,6,Biarritz,France,64200,France métropolitaine
Louis Magnol,1928,Fullback,4,0,4,0,0,0,Foix,France,09000,France métropolitaine
Raoul Bonamy,1928,Flanker,2,0,2,0,1,3,Saint-Jean-d'Angely,France,17400,France métropolitaine
Louis Pellissier,1928,Fullback,5,2,3,0,0,0,San Fernando,Philippines,Mimaropa,Romblon
Georges Vaills,1928,Hooker,2,1,1,0,0,0,Palau-del-Vidre,France,66690,France métropolitaine
Jean Duhau,1928,"Prop, Hooker, Lock, Flanker",7,4,3,0,1,14,Ondres,France,40440,France métropolitaine
Jean Jardel,1928,Wing,2,0,2,0,0,0,Vitrac,France,France métropolitaine,Midi-Pyrénées
Henri Lacaze,1928,"Lock, Prop",5,2,3,0,0,0,Laroquebrou,France,15150,France métropolitaine
Jules Hauc,1928,"Prop, Lock",5,2,3,0,2,6,Maureilhan,France,34370,France métropolitaine
Lucien Serin,1928,Scrum-half,12,6,6,0,1,3,Antignac,France,31110,France métropolitaine
Richard Majerus,1928,"Lock, Prop",8,4,4,0,2,6,Paris,France,France métropolitaine,Île-de-France
Georges Caussarieu,1928,Centre,1,0,1,0,0,0,Hendaye,France,64700,France métropolitaine
Robert Sarrade,1928,Fly-half,1,0,1,0,0,0,Aire-sur-l'Adour,France,40800,France métropolitaine
Joseph Auge,1929,No. 8,2,0,2,0,0,0,Dax,France,40100,France métropolitaine
Marcel Camel,1929,Back-row,2,0,2,0,1,3,Toulouse,France,31000;31100;31200;31300;31400;31500,France métropolitaine
Albert Domec,1929,Wing,1,0,1,0,0,0,Saint-Pee-de-Bigorre,g,n,i
Paul Barrere,1929,Lock,2,1,1,0,0,0,Elne,France,66200,France métropolitaine
Andre Clady,1929,"Flanker, Lock",5,4,1,0,2,8,Lezignan,France,65100,France métropolitaine
Amedee Cutzach,1929,Fly-half,1,1,0,0,0,0,Trouillas,France,66300,France métropolitaine
Andre Duche,1929,Wing,1,1,0,0,1,9,Limoges,France,87000;87100;87280,France métropolitaine
Marcel Soler,1929,Wing,1,1,0,0,2,6,Thuir,France,66300,France métropolitaine
Albert Ambert,1930,"Prop, Hooker",5,3,2,0,1,11,Beziers,France,34500,France métropolitaine
Charles Bigot,1930,"Hooker, Flanker",4,2,2,0,0,0,Lezignan,France,65100,France métropolitaine
Joseph Choy,1930,"Lock, Prop",10,8,2,0,1,3,Homps,France,11200,France métropolitaine
Robert Samatan,1930,Wing,10,6,4,0,3,9,Toulouse,France,31000;31100;31200;31300;31400;31500,France métropolitaine
